textID,text,selected_text,sentiment,id
972394bef4,Using my old phone!  gosh! I miss this phone!,miss,negative,1648
73d64acc7e,Just banged my bloody foot! ow,banged,negative,1649
c920cb41b5,_pax goddamn   that **** sucks *hugs*,that **** sucks,negative,1650
c24a9e44d1, Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,Haha!,positive,1651
998ff9e04c,"OMG, Tony Hawk`s motion on the nintendo DS sucks ****!",sucks ****!,negative,1652
cff86776c3,Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .,crawling up my wrist already  .,negative,1653
194273e5d5,I hurt my foot in gym class.,I hurt my foot in gym class.,negative,1654
63229806e5,Last week of class... Well technically classes are over just have two exams  and summmmmerrrrr begins...yeahhhhhyaaaaaa,summmmmerrrrr begins...yeahhhhhyaaaaaa,positive,1655
ccb2f88d9a,off to my Psychology class.,off to my Psychology class.,neutral,1656
352b05a450," i miss you too; i need to talk to you, i keep screwing up ..  lovee u !","i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",positive,1657
187ab88e86,I am sooooooo bored in textiles !,bored,negative,1658
32a3de062d,The ship has landed.,The ship has landed.,neutral,1659
0b6a76270b,oh and #antiboyle didn`t work out either  never too much of a bad thing eh uk eh,bad,negative,1660
e343440850,Wish I was @ wembley,Wish,positive,1661
4805c1b793,Tonight is my last night in my apartment...,Tonight is my last night in my apartment...,neutral,1662
30a219dc19,@_micster  How the hell does your hair not fall out constantly?,hell,negative,1663
1d064e7d30,happpy mothers day,happpy,positive,1664
77255dfc29, so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,neutral,1665
703d8ea662, i`m getting this assignment done,i`m getting this assignment done,neutral,1666
0b8865758f,Once again I am looking for a new beard - it just fell out the window  Any bright green ones this time?,Once again I am looking for a new beard - it just fell out the window  Any bright green ones this time?,neutral,1667
2e89c0a139,  .... It was just alriiightt,.... It was just alriiightt,neutral,1668
a5d4af0d80,michelle is a hot mama with chichis grande,michelle is a hot mama with chichis grande,neutral,1669
5bb98dd30a,I`m miserable with my boredom.,miserable,negative,1670
a44666f258,Ugh feeling sick to my stomach and I have five more hours of work to go,sick,negative,1671
00c007188e, thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,not really fair.,negative,1672
300ee64c61," Welcome to Glasgow Felix, sorry I cant be there tonight",", sorry I cant be there tonight",negative,1673
59baf4230b,I feel slightly sick now  #BGT,sick no,negative,1674
0abea516e5," I`m running out of things to say, and I`m starting to think you`ll hate me for flooding your inbox with 'Philippines tour?'",hate,negative,1675
85d421f476," ooh i know it, i can hold your hand","ooh i know it, i can hold your hand",neutral,1676
dba9cf5ecf," err you can turn on optimized js+css & caching once we deploy the thing, but I hear what you`re saying","err you can turn on optimized js+css & caching once we deploy the thing, but I hear what you`re saying",neutral,1677
c21cfa000f,Adventures with jamie and bethhh,Adventures with jamie and bethhh,neutral,1678
a946e76161, **** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,blast!,positive,1679
cb3f2fae34,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,stupid,negative,1680
5f9eca1f54, Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I`ll text you when I set off,Yum. Thanks.,positive,1681
edb8a2e0e4," It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!","It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?",negative,1682
7820f628a4,shower time!!!!!,shower time!!!!!,neutral,1683
f109c266e1,"Today is my first real mothers day with my son actually here  he wasn`t born yet last year , can`t wait to hug him when I get home",can`t wait to hug him,positive,1684
168ceeab97, you`re a big man for embracing your tears,you`re a big man for embracing your tears,positive,1685
527877de07,VERY upset....  Mom is in the hospital,upset..,negative,1686
f8539750b8, OMG you aren`t online. Shock horror.,Shock horror.,negative,1687
1323765761,Feeling pretty tired and lonely,Feeling pretty tired and lonely,negative,1688
03ad8abb99, http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!,Congratulations! You two are adorable.,positive,1689
0f963af18f,I did not twitt yesterday cause it was a very busy day but I`ll be back tomorrow  BTW I can not sleep  I`m like in zombie mode @_@,I can not sleep,negative,1690
3c454386f3,Honestly at home alone,Honestly,positive,1691
2868f0acd1,Oh how i love my family.,love,positive,1692
e450eb5308,I only have 2 more seasons of X-Files to watch,I only have 2 more seasons of X-Files to watch,neutral,1693
cc4c1ddb8b,"to  and , thanks for following me.","to  and , thanks for following me.",positive,1694
ee5b47b5a9, I know exactly what you are saying.. its so not cool... that is why tapes were better  :p,g.. its so not cool... that is why tapes were better,neutral,1695
45ba098ecb," I know! I can barely believe it`s almost over! Thanks for the review, lovely!","Thanks for the review,",positive,1696
cb4930bc8a,to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social time,to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social,neutral,1697
e3e652972d,Supernatural was good as  Loved it.,Supernatural was good as  Loved it.,positive,1698
f51925e675, (votes) sadly no.. but did you vote for my log yet?  I`m gonna vote for yours,sadly,negative,1699
560f8abb1c,Finally i have finished my tec recipe card and i feel somewhat accomplished,i feel somewhat accomplished,positive,1700
15e464a0cb," http://twitpic.com/67owu - Nice - I had tickets for tonight`s game, but I`m staying home sick","Nice - I had tickets for tonight`s game, but I`m staying home sick",neutral,1701
3cbcb82071, LOL too bad he`s taken!!!!!!!,bad,negative,1702
f9a8dea902,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left,fun..,positive,1703
5162aa68ce,after show at our house rocked! saying goodbye soon,after show at our house rocked! saying goodbye soon,neutral,1704
7c957d8a25,"god, brera, why is your plot twist going to **** everything up i can feel it",**** everything,negative,1705
136ccb49bf, nope  i`m bored and hungry.,m bored,negative,1706
3b77b2b06e,Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,neutral,1707
f90bb33e5b, yea me too  lol,yea me too  lol,neutral,1708
0004c81c93, Dood - they`ve locked down your Vimeo WH video.,Dood - they`ve locked down your Vimeo WH video.,neutral,1709
3c6d9f9023,my computer at work is not working...booo... need a new one!  TGIF!,my computer at work is not working...booo... need a new one!  TGIF!,neutral,1710
e2946e2769,IS PHONE **** WITH TYSON,IS PHONE **** WITH TYSON,neutral,1711
a260fd32ce,Can`t sleep but is happy that the Fugees are keeping him company,Can`t sleep but is happy that the Fugees are keeping him company,neutral,1712
32cad606a1,Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,neutral,1713
f282ec7160,"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long","longest flight EVER. not particularly unpleasant or uncomfortable, just really really long",neutral,1714
3698472ab7, my dad just bought me both of these  they`re tricky language tho,my dad just bought me both of these  they`re tricky language tho,neutral,1715
80176fa979,why do i turn red,why do i turn red,neutral,1716
fbc22a56db," I`m still on the bandwagon. Figured I`ve been on this ride so far, might as well see what happens.","I`m still on the bandwagon. Figured I`ve been on this ride so far, might as well see what happens.",neutral,1717
8cfba7dce3,Good morning!!!! Yes is 5:57am,Good morning!!!! Yes is 5:57am,neutral,1718
6f6b52c9d8,"Aw, Zach wasn`t feeling well  Hope he gets better. So babysitting was canceled.","Aw, Zach wasn`t feeling well  Hope he gets better. So babysitting was canceled.",neutral,1719
7449ddd855,Going Outro... Peace.,Peace.,neutral,1720
75b7273395,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,positive,1721
c2e7f4c4d3,my pooooor baby (my dog chachi)  she had surgery todayyyyy,pooooor,negative,1722
f6e95412e5," Hmm.. didn`t get the DM, are you sure it didn`t go to someone else?","Hmm.. didn`t get the DM, are you sure it didn`t go to someone else?",neutral,1723
d76ba31ee2, hmmm how bout my boi an me jammin sum john stephens for ya?,hmmm how bout my boi an me jammin sum john stephens for ya?,neutral,1724
18b107a0c8,#Vancouver gets tough with slum landlords..ew backed up sewage   http://bit.ly/16UrvV http://bit.ly/16UrvV,#Vancouver gets tough with slum landlords..ew backed up sewage,neutral,1725
d02d2e4f18,tomorrow will be my last day in work.. how sad.. bye Ange,how sad.. bye Ange,negative,1726
1ef6660118,Seriously though. Amazing night.,Seriously though. Amazing night.,positive,1727
007fc3a95c," as a nj native, i thank u",", i thank u",positive,1728
2cb67e64b4,http://bit.ly/61Aam   these dogs are going to die if somebody doesn`t save them!,Aam   these dogs are going to die if somebody doesn`t save them!,negative,1729
23186e73f2, have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it,Whatever you do they will love it,negative,1730
a05c646bc1,Surfing the web...,Surfing the web...,neutral,1731
8d0d418abd, piyaaa! hi. :] im hyper & im bored & im online & im going to find pictures for the noteboook.  still cant send messages. grr.,im hyper & im bored,negative,1732
3e9bcfb23e," I managed to find few places where you can combine fun, pleasure and savings but it took some planning though","fun,",positive,1733
d045eaf35e,wants to hear his voice,wants to hear his voice,neutral,1734
94c87fecf2,waiting around for boyfriend. then off to queens. ... looks like it`s going to pour here in dt bklyn. umbrellaless,waiting around for boyfriend. then off to queens. ... looks like it`s going to pour here in dt bklyn. umbrellaless,neutral,1735
b6e7affd29," I`m a jerk...  now I can`t go out    Dammit Frank, why do I suck so bad?",jerk.,negative,1736
ba6ed08298,forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister`s birthday. wheew!,thank God th,positive,1737
133a3a86df,"No profile pic or bio, few or no updates, lots of following and no followers! Zap! Pow! Block! Annoying but strangely satisfying!",Annoying but strangely satisfying!,neutral,1738
41e49a464e,"at work, with a swollen face  thank god it`s kohls though. I`m feelin fat. flip flops are about to break annnnd I get my hair done tonight","at work, with a swollen face  thank god it`s kohls though. I`m feelin fat. flip flops are about to break annnnd I get my hair done tonight",neutral,1739
12cdafc3e3, i miss yoooouuuu!!!!,i miss yoooouuuu!!!!,negative,1740
366e385d04,want`s to see `2001 Maniacs` Why won`**** come through the post!?,want`s to see `2001 Maniacs` Why won`**** come through the post!?,neutral,1741
a0a392fb03, ...I will take some...I am tiny,...I will take some...I am tiny,neutral,1742
4d6da31db3, guessing... Ran 4 miles & gym? Superman you  oxox,Superman,positive,1743
490cb7f754, i just drove past your hotel  wish u was ere. I`m thinking a december trip for a real white xmas!!,wish u was ere.,positive,1744
b250fc6615, i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy,e happy,positive,1745
6015ac6085,  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD!,neutral,1746
bdd663dd3f,"A girl in my big hair rock today, black velvet baby  ? http://blip.fm/~5z50g","A girl in my big hair rock today, black velvet baby",neutral,1747
efc487e1cc,Volunteering at Down Syndrome Indiana on Wednesday,Volunteering at Down Syndrome Indiana on Wednesday,neutral,1748
239c23d656, _langley Hi guys! Guess who has Twitter on her phone now? Me!,_langley Hi guys! Guess who has Twitter on her phone now? Me!,neutral,1749
53dc40c5ef, LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it`s called 'Because I Said So',a good flick,positive,1750
4123075cf7, Is it possible to a have phobia of phobias? Afraid to look at list.,Is it possible to a have phobia of phobias? Afraid to look at list.,negative,1751
747a62d3c6,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that`s too harrd",annoying.,negative,1752
8e6ab1f6f5,Borat was so less ****  http://bit.ly/iZkab,Borat was so less ****  http://bit.ly/iZkab,neutral,1753
4dad557268,says BAD TRIP! (angry)  http://plurk.com/p/wxshi,says BAD TRIP!,negative,1754
3b53590c68,More #ecomonday   and me _fischer  Now I`ll go check out all the recommendations I`ve seen!,More #ecomonday   and me _fischer  Now I`ll go check out all the recommendations I`ve seen,neutral,1755
f3b213a94c,third driving lesson then back to the office,third driving lesson then back to the office,neutral,1756
04529e9444,"Have to walk to school, and i have two welts on my thighs!",welts,negative,1757
991ac1e45c, No! Why?,No! Why?,neutral,1758
378f2ee0a2,"I had a realization today, and it made me sad  But at least the healing can begin.",it made me sad,negative,1759
759fa44191, You gave me the inspiration for my last update.,the inspiration,positive,1760
a9327c08ba,"Wow, mosquitoes in the backyard suck.  So does coughing myself half to death in the middle of the night and keeping Cassidy awake too.",suck.,negative,1761
497470c5f8, I`m not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,I`m not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,neutral,1762
ec9d1b65a5,off to glue stuff onto poster,off to glue stuff onto poster,neutral,1763
2864d46c13,Happy mothers dayyy all mothers especially mine,Happy mothers dayyy,positive,1764
74bd281f00, i tried phoning you,i tried phoning you,neutral,1765
d3f4ac04d6,Final final of the semester,Final final of the semester,neutral,1766
353704b220,Luking for new background pic......,Luking for new background pic..,neutral,1767
40ecb95c7e, at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,better,positive,1768
51236d0228,"I hate being reminded how weak my eyes are  I overdid reading today, they`re sore as ****. Going to rest. -sigh-",e sore,negative,1769
4bb762f1be, nope.. sliverlight is client a side tech,nope.. sliverlight is client a side tech,neutral,1770
61246b4a53,I`m emailing my best friend Deanna with my yahoo account. Emailing is FUN.  <3,FUN.,positive,1771
5b236a3218,says she wants to be w/ marykay @ sendai right now,says she wants to be w/ marykay @ sendai right now,neutral,1772
0e3ae3ed93,my twitter has been hacked again,hacked,negative,1773
6c4adf87ee,I didn`t get the job at Berry Line after all.,I didn`t get the job at Berry Line after all.,neutral,1774
36e3e0d87b,my day is starting at 2:38pm. woops  work in less than 3 hours...,woops,negative,1775
07d987dcb2, It didn`t rain.  Lightly misted though.,It didn`t rain.  Lightly misted though.,neutral,1776
30387f6d20,"another week, another org change discussion....","another week, another org change discussion....",neutral,1777
31a78af4b1,"_saurus So did I... and now you can hear it again and again, if you wish.","_saurus So did I... and now you can hear it again and again, if you wish.",neutral,1778
c10f52f160,"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!","just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",neutral,1779
5c4a6118f2,Anotha day of work  not lookin forward i hate closin fri,hate,negative,1780
b6c3e7d597,"wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!","wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!",neutral,1781
33889dffc9, Already got my ticket; thanks for making sure though!,thanks,positive,1782
17f7bfec8c,_Seattle I totally 4 got about Golden Girls that is a gr8 Show,that is a gr8 Show,positive,1783
0ad2b5ee96," Good morning nyc! If I weren`t broke, I would have landed there yesterday afternoon.","Good morning nyc! If I weren`t broke, I would have landed there yesterday afternoon.",neutral,1784
855178f7c4, That`s true  I never believe my staff when they call in sick on Mondays or Fridays - LOL!,ll in sick on Mondays or Fridays - LOL!,neutral,1785
6b9c2ab122,is thinking so much and i`m at work,is thinking so much and i`m at work,neutral,1786
c42d753877,Happy Mother`s Day Moms  Take a load of for at least a day!,Happy,positive,1787
bc8e9160c4,"_chung oh get well soon Alexa, take some rest",get well soon,positive,1788
5a7474ff9d, Hi there! Nice to meet you,Nice,positive,1789
6f035befa8, you stop it,you stop it,neutral,1790
875520a9ac,I dont know what to have for lunch today and its so darn cold today,I dont know what to have for lunch today and its so darn cold today,neutral,1791
693e7b9e12,Back in from LI 2hours ago n still made it to work  yay me,yay me,positive,1792
eebc64ac7c,"Has so much to blog, but has no time to","Has so much to blog, but has no time to",neutral,1793
30faedb5d4,Awwwwwwww man my baby dried up.,Awwwwwwww man my baby dried up.,negative,1794
e5cd1c9bda,_JessicaB_**** yip.....aw gonna miss them on bb,miss,negative,1795
78a12305cd,I totally forgot thats its friday till I read `s tweet. Ha. I feel dumb  *Take A Breath*,I feel dumb,negative,1796
9176985aae," *waving* you wanna come get Diablo, he barked so much til he made himself sick",barked,negative,1797
e401bc7cb1,I want some cookies.,I want some cookies.,neutral,1798
593b294969,Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?,Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?,neutral,1799
336ca3dbe8,had a cool lil night. Now at Berrie`s about to eat pizza waitin for ,cool,positive,1800
3c83e93753," it`s like triple what i`ve got, so it`s a lot to me as well. Well done",Well done,positive,1801
97bc17f4b4,waiting for my mom to get home,waiting for my mom to get home,neutral,1802
06e8fa9196, I think I`d be like Phoebe`s mom on friends - Stop the movie before the sad part.,sad,negative,1803
3af48ef4ba, I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far,I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far,neutral,1804
348c72a49d,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,positive,1805
0d21340b4d,I need words of inspiration  where`s  and  when you need them??,I need words of inspiration,positive,1806
f4ba171fda, you must love sydney more  dont leave us sydney kids  ****,love,positive,1807
a0368aca53, SOMEBODY ACTUALLY TOLD ME THAT!!  LOL,SOMEBODY ACTUALLY TOLD ME THAT!!  LOL,neutral,1808
b2bfbf4557,assignments!,assignments!,neutral,1809
1356308f0f," Good god, no. You can fit very few swear words into 140 characters","Good god, no.",negative,1810
2dc0b560b5, copy & paste **** **** tosser piss flap a 10000000000 times !!!!,copy & paste **** **** tosser piss flap a 10000000000 times !!!,negative,1811
e630a3dfdf,It baffles me how much Radio Shack isn`t the same Radio Shack I grew up with,baffles,negative,1812
995ab0cd7a,_estep I am glad you are getting into your twittering,I am glad you are getting into your twittering,positive,1813
cede4f9185, Hell if I know.  I`m suffering,m suffering,negative,1814
d0c2af8892,_Hall Is that why you aint answer my call? Thought we were homies!?,_Hall Is that why you aint answer my call? Thought we were homies!?,negative,1815
4e0a354105,"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!","@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!",neutral,1816
6584036615,Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,so low? No,negative,1817
7be5f7d3df," ew, tongue kiss","ew, tongue kiss",neutral,1818
d35ae85ac0, wow! I`ve joined the photography scene pretty recently so this (large format) makes it even more interesting,wow!,positive,1819
b74856cd98,Hey  sorry about your headahce,Hey  sorry about your headahce,negative,1820
2bb7bda383, Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,t? I`d love,positive,1821
03b68badab, Awww I HATE that one!!,Awww I HATE that one!!,negative,1822
028e06412c,  buy yay for your shoot...hope it goes well!  What is it for?,..hope,positive,1823
321abddef7,"Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*","Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*",negative,1824
3fbabb87b5,SO MUCH WORK !,SO MUCH WORK !,negative,1825
143e8aebc4,I`m twitterring and facebook-ing and blogging and myspac-ing and bullshitting,I`m twitterring and facebook-ing and blogging and myspac-ing and bullshitting,neutral,1826
5e9bb791a0, Hi SweetiePie!! It`s Friday night and I`m .... missing my sidekick & his slippers.  It`s just not Friday night w/o him.,missing,negative,1827
7f029099aa, You are very welcome. You deserve #followfriday every day!,deserve,positive,1828
89e9857e5a,"Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB","Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB",neutral,1829
366cc0d7ac,"_____ re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?","re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?",neutral,1830
52483f7da8,"i lost all my friends, i`m alone and sleepy..i wanna go home","i lost all my friends, i`m alone and sleepy..",negative,1831
3c4b75ec7f,Cant find my red lighter that reminds me of Amy,Cant find my red lighter that reminds me of Amy,neutral,1832
b1fd95cf83,sooo cloooseee,sooo cloooseee,neutral,1833
f615033487,Brand new is playing at the epicenter in July when I`m in NY. Jesse lacey why do you hate me?,Jesse lacey why do you hate me?,negative,1834
771bc300f2,watching chelsea lately!  loveeeee her <3,loveeeee her,positive,1835
194a17d89e,  want somebody to hold me Alma! tear tear,! tear,negative,1836
263107d340,On a flight home  after an awesome trip with my cousin! Miss you sophia,On a flight home  after an awesome trip with my cousin! Miss you sophia,neutral,1837
c310c327c5, Cover the tomm. event baby! Id like a live blogging on it,Cover the tomm. event baby! Id like a live blogging on it,neutral,1838
94495f1901,HAPPY MOTHER`S DAY!!!!!,HAPPY,positive,1839
1bec50dd54,"  I don`t mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",e crazy,positive,1840
8a159382ea,Just woke up. Gonna have a shower and go to Nan`s for Mother`s day lunch. Happy Mother`s day,Happy Mo,positive,1841
a248c85fab,Going to third,Going to third,neutral,1842
fbe782efb7, we should all be down to earth. don`t none of us walk on water  I`m just some **** nerd trying to find my way thru life lol,we should all be down to earth. don`t none of us walk on water  I`m just some **** nerd trying to find my way thru life lol,neutral,1843
5a086658b0,Really tired this sunday morning  ****,Really tired,negative,1844
6a7d4dbb87,Toast in the morning,Toast in the morning,neutral,1845
4eb3f15dd4, yummmm make sure u leave some 4 me im home cleaning up working mad hard,working mad hard,negative,1846
6aada6d085,  Hang in there! Drink some hot coco,Hang in there! Drink some hot coco,neutral,1847
ce4bc59c8b,Steve Aoki  sorry. May b nxt time.,sorry.,negative,1848
c021952637, right on!  i`m 29 myself... i turn 30 in october. i think that pretty much makes us awesome,s awesome,positive,1849
1cd4fc9cbf, would get u some if u were here,would get u some if u were here,neutral,1850
65a8877905, are you guys dead again?  I can`t load it up,I can`t load it up,negative,1851
f2737e9c15, Oh no!! I hope it`s not bad,s not bad,positive,1852
d715de6cbf,So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,negative,1853
23304e66c0,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,neutral,1854
b35f6a7408," haha. not sure what local is to you, but if i was then you`d have to fight me for it!","haha. not sure what local is to you, but if i was then you`d have to fight me for it!",neutral,1855
8c6a1915fc, oh well   Its great to see the canadian math trades getting bigger though.,Its great to se,positive,1856
146c02f681," oh no! u must get 1!!!lol mum still isnt convinced, and we have 3","isnt convinced,",negative,1857
413125e9eb, dude fail.  i know exactly where this place is too,fail.,negative,1858
e6a189a220," omg! is it mine? omg that`s so gross, I`m so sorry! I TOTALLY forgot about it until JUST now!","omg! is it mine? omg that`s so gross, I`m so sorry! I TOTALLY forgot about it until JUST now!",negative,1859
7cf51c500a, awesome! have to take a look at them when i`m home.,awesome!,positive,1860
9e46e59d01,"I know people say that power naps are good for you all the time, but I kinda always miss the alarm","I know people say that power naps are good for you all the time, but I kinda always miss the alarm",neutral,1861
cb1b8ec90f,going to see star trak expecting noting but amazing,expecting noting but amazing,positive,1862
2a7f29502f, Florida should be nice.,nice.,positive,1863
f853983c1b,"Barack Obama: 3 from 3 from the line! http://tinyurl.com/dgtcj2 Of course, the video was not edited","Barack Obama: 3 from 3 from the line! http://tinyurl.com/dgtcj2 Of course, the video was not edited",neutral,1864
7c5e0e1793,Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  She`s going to have surgery this weekend.,Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  She`s going to have surgery this weekend.,neutral,1865
f16837f474,i wish i was in cali wit mari nd lupita seeing vfc  not fair,not fair,negative,1866
2c2ae8e3b8,_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,Make a detour and come to PR  forget Indiana haha,neutral,1867
1d649ddd01,going to bed.   goodnight,goodnight,positive,1868
4e42307bc0,"  it`s an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?",h: you lack time,negative,1869
12864e516a,I dreamt someone committed suicide w a drip stand!  - http://tweet.sg,I dreamt someone committed suicide w a drip stand!,neutral,1870
7d0cd28f2e, : They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,neutral,1871
5d51da4bac," Don`t worry, you spelt `NO` correctly! It just looks wrong","Don`t worry, you spelt `NO` correctly! It just looks wrong",neutral,1872
9620f483d0, it was me the whole time I did a ton of things so u would believe me but u wouldn`t listen or let me prove it. Or blve me,u wouldn`t listen or let me prove it.,negative,1873
9beada6639,Kinda bummed that I`m gonna miss `s return to BG. Now I`ll never know what it`s like to make love to _gunn.,bummed,negative,1874
56984d8822,Wanna see Up in 2D but everyone wants to see it in 3D,Wanna see Up in 2D but everyone wants to see it in 3D,neutral,1875
cc0bc2a05d,"_Ichigo She tried to carry on aswell, bless, I suppose maybe that`s why kids shouldn`t be in it?","bless,",positive,1876
8283f525c5, ah . thanks .. appreciate it,ah . thanks .. appreciate it,positive,1877
3212376cd5,"better get to sleep, dodger game/mothers day 2maro  ewl i have to wake up at 8!","better get to sleep, dodger game/mothers day 2maro  ewl i have to wake up at 8!",neutral,1878
c242a54ddc, you givein lady ga ga arun for her money in that get up hee hee love it,love,positive,1879
842059af9e, I think I might get some of that today.  My throat is killing me! It feels like it`s in my lungs,s killing,negative,1880
3b96fc62ad,I just want this semester to be over! Only a week and a half then it`s moving time!,to be over!,negative,1881
e144ff3003, thanks  i love the word CRIKEY it`s like my sayin`,thanks,positive,1882
8451299e06,is tired on her friendster account.,is tired on,negative,1883
5f77487a77,Back to work today but I don`t even mind.,Back to work today but I don`t even mind.,neutral,1884
3c59888289,"I`m loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow","I`m loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow",neutral,1885
bdd93d298d,17 again was funny,funny,positive,1886
e8f972cf8b, just for a little while.. to get an impression of how twitter-copy-topify,just for a little while.. to get an impression of how twitter-copy-topify,neutral,1887
61baeaf93b,@_enzo blech... thats a fail when you`re receiving dollars. I quoted a job in USD last month. i`m getting paid now = major losses,fail,negative,1888
de241b8d04,in 7-11  w/o you,in 7-11  w/o you,neutral,1889
2b2e8ff106,kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm,kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm,neutral,1890
2304b6a26b," I think  has found it (http://bit.ly/3pj876 , but I can`t play it","I think  has found it (http://bit.ly/3pj876 , but I can`t play it",neutral,1891
e01f0511a0,touchin the starss,touchin the starss,neutral,1892
9602407df9,"Time to watch OP, then some Dead Like Me, then sleep.","Time to watch OP, then some Dead Like Me, then sleep.",neutral,1893
63ed0e0e5e,"_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion","_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion",neutral,1894
9704c2d674,: have fun focus grouping! i have no participants as of yet..,fun,positive,1895
